46,0,121,9
17,82,122,122
18,201,49,212
50,0,18,11
121,203,51,212
124,11,92,0
125,120,20,81
50,209,21,199
20,13,50,3
93,211,124,201
19,80,1,51
142,149,125,121
-1,53,17,81
123,123,140,151
2,49,2,31
140,152,140,181
21,199,2,180
141,29,124,12
121,13,140,32
0,182,18,200
18,12,0,30
139,181,121,199
3,31,20,14
124,200,141,182
