162,79,142,29
16,182,-3,79
37,6,-4,78
164,83,146,182
140,30,160,81
-1,133,21,185
0,78,36,11
127,203,164,135
102,1,139,29
20,185,60,214
142,28,104,-2
60,211,21,182
60,0,42,9
118,201,100,210
41,8,99,0
100,213,119,203
62,212,99,212
99,210,62,210
120,198,92,170
152,230,123,202
90,172,118,200
122,203,149,231
139,181,122,198
